Tarih,Fon Kodu,Fon Adı,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
4/1/2024,HGH,HEDEF PORTFÖY GÜNEŞ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"2,674392","66843147,00",43,"178764746,27"
4/1/2024,HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,827118","23634077,00",1581,"43182238,35"
4/1/2024,HIM,HEDEF PORTFÖY İKİNCİ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,509892","114616131,00",17,"173057926,81"
4/1/2024,HIN,HEDEF PORTFÖY İNCİ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,HIS,HEDEF PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,862348","48868675,00",21,"91010493,48"
4/1/2024,HJA,AZİMUT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"6,455619","31728967,00",14,"204830120,48"
3/14/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4028874664,00",34981,"895.277.824,05"
4/1/2024,HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"4,013706","115306302,00",2333,"462805603,21"
4/1/2024,HKP,HEDEF PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,084938","189341512,00",278,"584106872,09"
4/1/2024,HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"2,567975","664061471,00",1958,"1705293299,89"
4/1/2024,HLR,HEDEF PORTFÖY ADA HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"103,473976","20280956,00",42,"2098551146,80"
4/1/2024,HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),"0,030204","27491058793,00",827,"830344777,72"
4/1/2024,HMK,HEDEF PORTFÖY EGE HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"200,529093","2185737,00",213,"438303858,99"
4/1/2024,HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,059755","5540917513,00",2245,"331096156,10"
4/1/2024,HMV,HEDEF PORTFÖY MAVİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"6,206111","31078243,00",12,"192875013,33"
4/1/2024,HPF,HEDEF PORTFÖY KUZEY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"19,246901","9063482,00",11,"174443939,28"
4/1/2024,HPI,HEDEF PORTFÖY İDEAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"5,447572","99794,00",10,"543635,03"
4/1/2024,HPL,HEDEF PORTFÖY ÇINAR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"5,618752","22526544,00",10,"126571054,83"
4/1/2024,HPU,HEDEF PORTFÖY ULUDAĞ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,037172","2306882,00",1,"85750,74"
4/1/2024,HPZ,HEDEF PORTFÖY ZEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN),"221,967021","2441045,00",42,"541831486,85"
4/1/2024,HVA,HEDEF PORTFÖY ECE HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"19,134274","3650001,00",43,"69840120,63"
4/1/2024,HVB,HEDEF PORTFÖY PUSULA HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,462687","1272433539,00",19,"588738950,22"
4/1/2024,HVC,HEDEF PORTFÖY ROTA HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"68,42557","85751,00",43,"5867561,07"
4/1/2024,HVL,HEDEF PORTFÖY POYRAZ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"23,322988","332904,00",43,"7764316,05"
4/1/2024,HVN,HEDEF PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,020981","563217,00",15,"1701468,02"
2/12/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4261176501,00",35172,"895.130.067,06"
4/1/2024,HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"4,469649","84848631,00",6000,"379243630,81"
4/1/2024,IAS,QİNVEST PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON),"1,204751","1466448051,00",16,"1766704403,19"
4/1/2024,ICF,ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"117,492142","360607,00",1162,"42368488,77"
3/22/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4027486505,00",35199,"894.614.314,93"
4/26/2024,GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"9,90","90403856,00",15697,"894.549.605,13"
4/1/2024,IEZ,INVEO PORTFÖY ELMA HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,37002","900000,00",1,"333017,83"
4/1/2024,IFG,INVEO PORTFÖY GEDİK YATIRIM BURSA HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,002536","283538699,00",2,"718942,06"
4/1/2024,IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"6,318338","2048639,00",732,"12943994,28"
4/1/2024,IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,925054","10302213,00",759,"19832312,80"
4/1/2024,IHE,INVEO PORTFÖY BEYAZ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"2,439222","125911930,00",1,"307127101,70"
3/8/2024,GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"3,99","224416298,00",12694,"894.506.103,80"
4/1/2024,IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"2,621396","70631683,00",7640,"185153642,75"
4/1/2024,IHY,İSTANBUL PORTFÖY GMS HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"2,635305","24931410,00",1,"65701857,02"
4/1/2024,IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,154743","1410690,00",61,"1628984,61"
2/13/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4252341053,00",35196,"892.248.255,98"
4/1/2024,IJI,İSTANBUL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON ),"4,692335","22154651,00",84,"103957040,54"
4/1/2024,IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"3,425793","30198793,00",1422,"103454812,19"
4/1/2024,IV5,INVEO PORTFÖY ŞAHİNKAYA 1 HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,001051","367350922,00",2,"386164,35"
4/1/2024,KCN,QİNVEST PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,KHA,A1 PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,264531","231354211,00",7671,"292554664,58"
4/1/2024,KHC,A1 PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,069088","35911888,00",547,"38392951,77"
4/1/2024,KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,989707","37647879,00",217,"74908242,83"
2/20/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4155885395,00",34847,"890.963.299,08"
4/1/2024,KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"2,174664","208012445,00",9110,"452357115,98"
4/1/2024,KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,253419","16641430,00",358,"20858688,89"
4/1/2024,KTI,AZİMUT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"0,995605","190315950,00",370,"189479469,52"
4/1/2024,KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"0,80466","46515686,00",871,"37429298,97"
4/1/2024,LCT,AZİMUT PORTFÖY ALAÇATI HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,882953","799021422,00",2,"705497989,61"
4/1/2024,LGO,ATLAS PORTFÖY ALGO TOROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,931259","19977414,00",11,"38581555,91"
4/1/2024,LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,993163","169592177,00",2453,"338024777,15"
4/1/2024,LZV,AZİMUT PORTFÖY İLA HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"4,840729","81335095,00",2,"393721177,07"
3/13/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4022147570,00",34981,"890.210.380,62"
4/1/2024,MAS,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"6,442806","94608253,00",83,"609542659,57"
4/1/2024,MGE,A1 PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,005996","390554917,00",88,"392896813,48"
4/1/2024,MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,010264","44447972,00",111,"44904185,69"
4/1/2024,MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"9,513148","6204833,00",1121,"59027497,14"
4/1/2024,MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"13,803362","10054296,32",3332,"138783096,84"
4/1/2024,NDI,ALLBATROSS PORTFÖY İZMİR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"4,080134","135738212,00",16,"553830147,68"
4/1/2024,NDL,ALLBATROSS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"1,575354","237602101,00",1,"374307381,62"
4/1/2024,NFK,HEDEF PORTFÖY NEHİR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"2,954517","489121483,00",117,"1445117573,68"
4/1/2024,NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"4,27869","81568435,00",3245,"349006055,09"
4/1/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","3959997917,00",35189,"889.910.750,21"
4/1/2024,NOV,AZİMUT PORTFÖY INOVA AGRO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"62,134179","14959081,00",1,"929470211,68"
4/1/2024,NTD,ÜNLÜ PORTFÖY UFT HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"13,486162","74500923,00",1274,"1004731502,08"
4/1/2024,OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,810284","19491330,00",1749,"35284843,87"
4/1/2024,OJH,QİNVEST PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"6,288954","4755328,00",45,"29906040,54"
4/1/2024,ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,185035","13289383,00",165,"15748377,72"
4/1/2024,OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"16,605254","25168755,57",5047,"417933578,80"
4/1/2024,OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"15,623402","16229212,00",2012,"253555498,17"
4/1/2024,PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,012259","40007144,00",15,"40497606,69"
4/1/2024,PHS,PERFORM PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,11692","404262088,00",33,"855790340,44"
4/1/2024,PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"6,404894","15097273,00",1273,"96696429,45"
4/1/2024,PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"16,404827","87962937,00",94,"1443016801,08"
4/1/2024,RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"16,099692","27884639,00",4988,"448934093,18"
4/1/2024,RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,962803","358848,00",12,"345500,01"
4/1/2024,RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,RDH,RE-PIE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,044727","512748162,00",13,"535681959,40"
4/1/2024,RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,703721","79168817,00",2932,"293219213,15"
4/1/2024,RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,165871","12666753,00",12,"14767800,36"
4/1/2024,ROB,ROTA PORTFÖY ONBİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,270215","580651147,00",1,"1318203204,13"
4/1/2024,RSZ,ROTA PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,081926","17526504,00",17,"18962386,95"
4/1/2024,RTA,ROTA PORTFÖY ONİKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"0,99782","2789383014,00",17,"2783303263,00"
4/1/2024,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"3,833855","18041558,00",838,"69168710,78"
4/1/2024,RUH,RE-PIE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,198074","15612689,00",13,"18705153,36"
4/1/2024,RYA,ALLBATROSS PORTFÖY ARYA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,959518","300730920,00",1,"288556846,00"
4/1/2024,RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,471892","197582701,00",53,"290820484,37"
3/29/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","3959997917,00",35189,"889.078.961,07"
4/1/2024,SHS,AZİMUT PORTFÖY SENTEZ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"1,803225","562186439,00",5,"1013748857,11"
4/1/2024,SLN,ALLBATROSS PORTFÖY ASLAN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,SSE,ATLAS PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,016446","69928,00",11,"1150,03"
4/1/2024,STZ,STRATEJİ PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"12,577233","22193762,00",62,"279136107,47"
4/1/2024,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"148,568096","5365774,15",5487,"797182849,22"
3/28/2024,YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),"4,39","202633741,00",31660,"889.005.426,59"
4/1/2024,THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,68192","15228714,00",360,"25613476,37"
4/1/2024,THH,DENİZ PORTFÖY CCO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"52,946984","36302407,00",1,"1922102951,96"
3/12/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4006135571,00",34882,"887.523.854,72"
2/21/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4137413082,00",35104,"886.769.943,85"
3/21/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4027932924,00",35247,"885.830.201,31"
4/1/2024,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"37,224841","33197871,00",8824,"1235785485,03"
4/1/2024,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"18,329087","18266712,00",590,"334812161,25"
4/1/2024,TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"11,553736","7198485,00",1560,"83169392,76"
2/26/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4103809638,00",34834,"885.643.827,87"
4/1/2024,TMH,ALLBATROSS PORTFÖY ATMACA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/1/2024,TPR,İŞ PORTFÖY PY HİSSE SENEDİ (TL) ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),"0,261489","1324132705,00",3,"346246218,70"
4/1/2024,TRN,AZİMUT PORTFÖY CO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"3,172559","365247710,00",1,"1158769969,91"
3/19/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4033245638,00",35357,"885.520.018,80"
4/1/2024,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,319145","679951264,44",7567,"896954290,85"
4/1/2024,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,544699","530767114,69",7487,"819875360,57"
4/1/2024,T3B,TERA PORTFÖY ÜÇÜNCÜ  HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN),"1,120931","9297955,00",28,"10422364,59"
4/1/2024,UGL,HEDEF PORTFÖY ZÜMRÜT HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"5,758816","120598,00",1,"694501,66"
4/1/2024,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),"18,577617","5233864,00",676,"97232721,79"
4/1/2024,VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,144873","109483556,00",6818,"125344742,01"
2/19/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4155885395,00",34836,"884.858.043,67"
4/2/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","3959997917,00",35122,"884.598.580,92"
4/1/2024,YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"5,722712","148330674,00",1570,"848853787,69"
2/27/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4088895398,00",34925,"884.493.472,86"
4/2/2024,YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),"4,35","202986124,00",31629,"883.709.124,77"
3/25/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4033274412,00",35215,"882.131.868,47"
4/1/2024,YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/28/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","3964047549,00",35189,"881.536.966,32"
3/20/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4023617237,00",35349,"881.472.872,98"
4/1/2024,YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"5,223508","68139562,00",3897,"355927526,45"
4/1/2024,YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,876073","15635965,00",356,"29334208,72"
4/1/2024,YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),"7,09115","34257725,00",3857,"242926681,27"
4/1/2024,ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"7,803139","43045700,00",5773,"335891563,54"
4/1/2024,ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"6,70373","22150200,00",2515,"148488963,86"
4/1/2024,ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),"7,491235","38467400,00",4685,"288168336,28"
4/1/2024,ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"18,899591","32796107,84",6739,"619833013,89"
4/1/2024,ZSF,ZİRAAT PORTFÖY S&amp;P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,"32,168425","705078,00",1794,"22681248,71"
4/2/2024,AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"40,996312","34255901,00",3170,"1404365611,47"
4/2/2024,ABJ,ALLBATROSS PORTFÖY BENZ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,738541","626361983,00",1,"462594045,56"
4/2/2024,ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),"23,74545","3955346,00",1004,"93921472,23"
4/2/2024,ACK,İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"0,296894","304087699,57",891,"90281754,65"
4/2/2024,AC7,A1 PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,11817","22631776,00",57,"70569720,17"
4/2/2024,AC8,A1 PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"34,123168","25346957,00",57,"864918462,10"
2/14/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4188092803,00",35184,"880.525.685,86"
4/2/2024,AEV,ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,223822","1982008,00",169,"2425625,06"
2/23/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4109801599,00",34856,"878.348.675,50"
2/28/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4069716670,00",34895,"877.392.245,88"
3/15/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,22","4020699339,00",35050,"877.325.932,34"
2/16/2024,AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,"0,21","4155115495,00",34836,"876.893.177,76"
4/2/2024,AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),"19,558689","4152743,00",2929,"81222206,89"
